"Year","Article","Chapter","ACC","SUSP","STPIL","STPLOC","STPFOR","INDICM","REL","MED","EDU","RECID","GROUP","INTOX","JUVEN","CLOSE","CL1-2","NODEC"
2015,"Article 127","II",73,32,0,1,0,25,0,0,0,5,6,5,2,21,21,47
2015,"Article 128","II",747,413,0,7,0,373,11,4,7,55,2,95,20,879,873,339
2015,"Article 129","II",1274,263,0,11,0,201,2,8,1,55,1,96,3,3246,3213,1018
2015,"Article 130","II",14,4,0,0,0,3,0,0,0,3,0,1,0,8,8,11
2015,"Article 131","II",1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1
2015,"Article 132","II",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
2015,"Article 133","II",2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
2015,"Article 134","II",4,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4
2015,"Article 135","II",148,103,0,2,0,90,0,0,0,10,3,35,0,47,46,55
2015,"Article 136","II",27,7,2,0,0,5,0,0,0,0,0,1,0,10,10,20
2015,"Article 137","II",75,6,0,0,0,4,2,0,0,0,0,0,0,62,62,69
2015,"Article 138","II",4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
2015,"Article 139","II",39,0,0,0,0,0,0,0,0,0,0,0,0,26,26,39
2015,"Article 140","II",549,4,0,0,0,3,0,0,0,0,0,0,0,209,209,546
2015,"Article 141","II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 142","II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 143","II",5,4,0,0,0,4,0,0,0,0,4,0,0,1,1,1
2015,"Article 144","II",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2015,"Article 145","II",2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2
2015,"Others","II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 146","III",873,210,0,31,0,139,0,0,0,46,70,30,3,327,327,703
2015,"Article 147","III",19,9,0,0,0,5,0,1,0,0,2,1,0,1,0,12
2015,"Article 148","III",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2015,"Article 149","III",110,79,0,7,2,59,0,0,0,7,33,1,0,18,18,42
2015,"Article 150","III",2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2015,"Article 150-1","III",12,8,0,0,0,8,0,0,0,3,0,0,0,2,2,4
2015,"Article 151","III",16,0,0,0,0,0,0,0,0,0,0,0,0,6,6,16
2015,"Others","III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 152","IV",323,203,0,8,0,155,0,0,0,64,10,88,12,411,398,147
2015,"Article 153","IV",192,141,0,2,0,118,0,2,0,54,5,60,11,58,54,66
2015,"Article 154","IV",3,0,0,0,0,0,0,0,0,0,0,0,0,10,10,3
2015,"Article 155","IV",37,13,0,0,0,12,0,0,0,4,0,2,1,44,44,25
2015,"Article 156","IV",233,97,0,1,0,83,0,4,1,26,0,20,4,152,146,138
2015,"Others","IV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 157","V",53,3,0,0,0,1,0,0,0,0,0,0,0,61,61,52
2015,"Article  158","V",43,2,0,0,0,2,0,0,0,0,1,0,0,32,32,41
2015,"Article 158-1","V",44,24,0,0,0,19,0,0,0,1,0,1,0,20,20,25
2015,"Article 158-2","V",2,2,0,0,0,2,0,0,0,0,0,0,0,6,6,0
2015,"Article 159","V",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2015,"Article  159-1","V",3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3
2015,"Article  160","V",47,17,0,0,0,12,0,0,0,0,0,0,0,119,119,35
2015,"Article  161","V",40,5,0,2,0,3,0,0,0,1,0,0,0,17,17,35
2015,"Article 162","V",1358,567,1,18,0,492,2,7,4,230,38,149,26,1532,1505,807
2015,"Article 163","V",13,3,0,0,0,2,0,0,0,0,0,0,0,12,12,11
2015,"Article 164","V",2770,1342,0,8,0,1291,1,1,0,333,1,2,0,4495,4439,1413
2015,"Article 165","V",3,2,0,0,0,2,0,0,0,1,0,0,0,5,5,1
2015,"Article 166","V",172,47,0,1,0,43,1,0,0,7,0,0,0,414,414,127
2015,"Article 167","V",8,2,0,0,0,2,0,0,0,0,0,0,0,8,8,6
2015,"Article 168","V",7,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7
2015,"Article 169","V",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2015,"Article 170","V",14,1,0,0,0,1,0,0,0,0,0,0,0,14,14,13
2015,"Article 171","V",72,13,1,2,0,5,0,0,0,0,1,0,0,48,48,64
2015,"Article 172","V",702,47,2,1,0,38,4,0,0,0,0,0,0,654,654,657
2015,"Article 173","V",24,2,0,0,0,2,0,0,0,0,0,0,0,26,26,22
2015,"Article 174","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 175","V",908,161,0,1,0,46,113,0,0,1,0,0,0,763,763,748
2015,"Article 176","V",250,84,1,0,0,77,3,0,0,6,1,0,1,233,229,165
2015,"Article 177","V",20,0,0,0,0,0,0,0,0,0,0,0,0,11,11,20
2015,"Article 178","V",3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3
2015,"Article 179","V",2,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2
2015,"Article 180","V",7,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7
2015,"Article 181","V",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2015,"Article 182","V",120,7,0,0,0,5,0,0,0,0,0,0,0,96,95,114
2015,"Article 183","V",4,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4
2015,"Article 184","V",15,0,0,0,0,0,0,0,0,0,0,0,0,7,7,15
2015,"Others","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 185","VI",273756,75657,105,1280,3,70276,122,388,148,32295,7753,6391,4554,194883,194383,200934
2015,"Article 186","VI",22108,7174,7,204,0,6398,6,37,25,3235,812,1006,574,3093,3069,15407
2015,"Article 187","VI",3556,1843,0,81,1,1457,0,15,2,769,464,327,113,73,61,1988
2015,"Article 188-1","VI",31,0,0,0,0,0,0,0,0,0,0,0,0,43,43,31
2015,"Article 189","VI",590,281,0,10,0,255,0,1,0,148,81,15,9,321,321,324
2015,"Article 190","VI",45904,9605,24,609,69,8154,162,25,29,2490,752,154,172,38923,38886,36795
2015,"Article 191","VI",10211,4989,16,500,3,3672,25,0,0,396,366,2,0,2315,2255,5935
2015,"Article 192","VI",839,9,0,0,0,6,3,0,0,0,0,0,0,1329,1329,830
2015,"Article 193","VI",2,1,0,0,0,0,0,0,0,0,0,0,0,11,11,2
2015,"Article 194","VI",3226,114,0,3,0,94,0,3,0,29,12,22,4,9960,9956,3122
2015,"Article 194-1","VI",243,9,1,0,0,8,0,0,0,6,5,0,0,179,179,234
2015,"Article 195","VI",23,6,0,0,0,5,0,0,0,2,0,2,0,54,53,17
2015,"Article 196","VI",5,1,0,0,0,1,0,0,0,0,0,1,0,25,25,4
2015,"Article 197","VI",24,7,0,0,0,7,0,0,0,0,0,0,0,17,17,17
2015,"Article 197-1","VI",1210,27,0,0,0,23,2,0,0,3,0,0,0,785,785,1185
2015,"Article 198","VI",485,294,0,4,0,277,2,0,5,97,7,24,16,185,185,197
2015,"Others","VI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article  199","VII",860,151,0,7,0,135,0,0,0,32,16,1,0,547,547,718
2015,"Article 200","VII",245,216,0,42,0,162,0,0,0,7,7,0,0,49,41,33
2015,"Article 201","VII",110,53,0,1,1,46,0,0,0,4,3,0,0,61,61,62
2015,"Article 203-1","VII",28,0,0,0,0,0,0,0,0,0,0,0,0,11,11,28
2015,"Article 203-2","VII",735,41,0,2,0,38,0,0,0,2,19,0,0,376,375,694
2015,"Article 204","VII",722,393,0,3,0,361,3,0,0,20,20,0,0,346,344,353
2015,"Article 205","VII",885,269,2,6,0,198,43,0,0,8,25,0,0,155,153,634
2015,"Article 205-1","VII",140,71,0,2,0,66,1,0,0,4,0,0,0,20,20,71
2015,"Article 206","VII",120,11,0,0,0,9,0,0,0,1,8,0,0,97,97,111
2015,"Article 206-2","VII",30,1,0,0,0,1,0,0,0,1,0,0,0,8,8,29
2015,"Article 209","VII",221,63,1,17,1,41,0,0,0,4,11,0,0,40,39,160
2015,"Article 209-1","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 210","VII",24,1,0,0,0,1,0,0,0,0,0,0,0,11,11,23
2015,"Article 211","VII",2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2015,"Article 212","VII",1748,154,1,8,0,55,72,0,0,2,7,0,0,1064,1063,1611
2015,"Article 212-1","VII",53,33,0,0,0,3,25,0,0,0,2,0,0,22,22,25
2015,"Article 213","VII",1276,813,0,2,0,756,43,2,1,153,7,1,2,1176,1176,472
2015,"Article 216","VII",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2015,"Article  218-1","VII",3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
2015,"Article 219","VII",46,1,0,0,0,1,0,0,0,0,0,0,0,22,22,45
2015,"Article  220-1","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article  220-2","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 222","VII",133,86,0,9,0,68,6,0,0,7,0,0,0,25,25,50
2015,"Article 222-1","VII",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2015,"Article 223-1","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 223-2","VII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,"Article 224","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 227","VII",66,3,0,0,0,3,0,0,0,1,0,0,0,107,107,63
2015,"Article 229","VII",131,12,0,0,0,12,0,0,0,1,1,0,0,141,141,119
2015,"Article 231","VII",14,8,0,6,0,2,0,0,0,0,0,0,0,7,7,6
2015,"Article 232","VII",5,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5
2015,"Article 232-1","VII",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2015,"Article 232-2","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 233","VII",29,0,0,0,0,0,0,0,0,0,0,0,0,20,20,29
2015,"Others","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 236","VIII",21,0,0,0,0,0,0,0,0,0,0,0,0,11,11,21
2015,"Article 237","VIII",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2015,"Article 238","VIII",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2015,"Article 239","VIII",102,3,0,1,0,2,0,0,0,0,0,0,0,71,71,99
2015,"Article 239-1","VIII",40,1,0,0,0,1,0,0,0,0,0,0,0,49,49,39
2015,"Article 239-2","VIII",31,2,0,0,0,0,1,0,0,0,0,0,0,12,12,30
2015,"Article 240","VIII",623,163,1,0,0,150,3,0,2,10,49,0,6,583,582,466
2015,"Article 241","VIII",51,0,0,0,0,0,0,0,0,0,0,0,0,47,47,51
2015,"Article 242","VIII",68,0,0,0,0,0,0,0,0,0,0,0,0,37,37,68
2015,"Article 243","VIII",8,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8
2015,"Article 244","VIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 245","VIII",22,3,0,0,0,3,0,0,0,0,0,0,0,77,77,19
2015,"Article 246","VIII",1487,220,2,1,0,205,2,0,0,23,18,0,2,1192,1191,1276
2015,"Article 247","VIII",0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0
2015,"Article 248","VIII",49,7,0,0,0,7,0,0,0,1,0,0,0,84,84,42
2015,"Article 249","VIII",629,434,0,3,0,409,10,0,1,65,57,0,2,387,387,206
2015,"Article 250","VIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 251","VIII",7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7
2015,"Article  .252","VIII",16,0,0,0,0,0,0,0,0,0,0,0,0,14,14,16
2015,"Article 253","VIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 254","VIII",25,0,0,0,0,0,0,0,0,0,0,0,0,19,19,25
2015,"Others","VIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 255","IX",18,10,0,4,0,2,0,0,0,0,1,0,0,3,3,12
2015,"Article 256","IX",103,65,0,2,0,57,0,0,0,0,1,0,0,8,8,44
2015,"Article 257","IX",17,14,0,0,0,11,0,0,0,7,10,0,1,1,1,6
2015,"Article 258","IX",1295,50,0,1,0,35,0,0,0,1,8,0,1,12,10,1257
2015,"Article 258-1","IX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,"Article 258-2","IX",4,2,0,0,0,2,0,0,0,0,0,0,0,1,1,2
2015,"Article 258-3","IX",849,547,0,261,0,203,47,1,0,14,14,1,6,31,28,334
2015,"Article 258-4","IX",7,6,0,1,0,5,0,0,0,1,0,0,0,0,0,1
2015,"Article 258-5","IX",138,10,0,4,0,5,1,0,0,0,0,0,0,46,46,128
2015,"Article 259","IX",529,117,0,2,0,88,0,5,5,21,1,23,7,115,114,428
2015,"Article 260","IX",543,240,0,43,0,155,19,1,0,24,6,0,6,35,31,321
2015,"Article 261","IX",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2015,"Article 262","IX",207,37,0,5,0,27,0,0,0,5,3,2,0,53,53,175
2015,"Article 263","IX",7409,5247,5,132,2,4371,422,30,11,1450,85,286,59,5468,5344,2312
2015,"Article 263-1","IX",150,139,0,2,0,132,0,1,0,41,2,3,0,25,22,12
2015,"Article 264","IX",10,4,0,0,0,1,0,0,0,0,0,0,0,14,11,6
2015,"Article 265","IX",6,2,0,0,0,2,0,0,0,0,1,0,0,9,9,4
2015,"Article 265-1","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 266","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 267","IX",6,1,0,0,0,1,0,0,0,0,0,0,0,9,9,5
2015,"Article 267-1","IX",38,33,0,0,0,33,0,0,0,8,5,0,2,1,1,5
2015,"Article 268","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 269","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 270","IX",353,4,0,0,0,3,0,0,0,1,0,1,0,1977,1977,350
2015,"Article 270-1","IX",13,3,0,0,0,3,0,0,0,2,1,0,0,10,10,10
2015,"Others","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 271","X",416,9,0,0,0,8,0,0,0,1,0,0,0,307,307,408
2015,"Article 272","X",525,31,0,0,0,27,1,0,0,0,0,1,0,401,401,497
2015,"Article 273","X",23,1,0,0,0,0,0,0,0,0,0,0,0,6,6,23
2015,"Article 274","X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,"Article 275","X",43,0,0,0,0,0,0,0,0,0,0,0,0,20,20,43
2015,"Others","X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 276","XI",299,2,0,0,0,0,0,0,0,0,0,0,0,454,453,298
2015,"Article 276-1","XI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 277","XI",157,99,0,0,0,97,0,1,0,54,30,2,17,83,82,58
2015,"Article 278","XI",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2015,"Article 279","XI",26,4,0,1,0,2,0,0,1,0,0,0,1,38,38,22
2015,"Article 280","XI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 281","XI",4,1,0,0,0,0,0,0,0,0,0,0,0,6,5,3
2015,"Article 282","XI",3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2015,"Article 283","XI",2,0,0,0,0,0,0,0,0,0,0,0,0,9,9,2
2015,"Article 284","XI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 285","XI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 286","XI",10905,3319,8,25,1,2670,207,3,8,126,4,582,30,11743,11486,7726
2015,"Article 287","XI",40,27,0,0,0,23,0,0,0,1,0,12,0,17,15,15
2015,"Article 288","XI",10,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10
2015,"Article 289","XI",11463,3130,6,125,3,2699,6,21,17,1137,600,570,533,1555,1528,8559
2015,"Article 290","XI",788,15,0,0,0,15,0,0,0,5,1,0,2,688,688,773
2015,"Article 291","XI",86,15,0,1,0,9,0,0,0,1,0,1,0,143,139,72
2015,"Article 292","XI",245,5,0,0,0,5,0,0,0,2,3,0,0,66,66,240
2015,"Others","XI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 293","XII",22,3,0,0,0,2,0,0,0,0,1,0,0,28,28,20
2015,"Article 294","XII",24,16,1,0,0,14,0,0,0,0,3,2,0,4,4,9
2015,"Article 295","XII",5,1,0,0,0,1,0,0,0,1,0,0,0,2,2,4
2015,"Article 296","XII",4120,1742,9,62,2,1472,15,35,4,344,265,687,102,3852,3847,2516
2015,"Article 297","XII",1932,1130,0,11,0,1091,0,7,3,505,305,165,22,472,467,815
2015,"Article 298","XII",57,3,0,0,0,3,0,0,0,0,1,0,0,37,37,54
2015,"Article 298-1","XII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 299","XII",70,14,0,0,0,10,1,0,0,2,0,3,0,104,104,59
2015,"Article 300","XII",98,86,0,0,0,83,2,0,0,25,1,0,0,44,44,13
2015,"Article 301","XII",1028,746,0,4,0,711,4,5,0,96,7,2,4,440,422,286
2015,"Article 302","XII",476,380,0,11,0,355,0,1,0,56,25,0,2,106,106,109
2015,"Article 303","XII",233,116,0,5,0,107,0,0,0,14,42,0,0,90,90,121
2015,"Article 304","XII",526,499,0,3,0,484,1,2,0,180,30,45,19,79,79,36
2015,"Others","XII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 305","XIII",207,119,2,4,1,86,0,0,0,8,14,0,0,46,46,114
2015,"Article 306","XIII",47,41,0,2,0,38,0,0,0,13,15,0,0,4,3,6
2015,"Article 307","XIII",6614,5064,2,86,0,4712,0,32,0,1881,418,9,82,1540,1496,1738
2015,"Article 308","XIII",31,28,0,2,0,23,0,1,0,12,1,0,0,5,4,4
2015,"Article 309","XIII",14890,10967,6,136,0,10431,50,60,9,3746,57,291,159,10153,10105,4150
2015,"Article 310","XIII",1637,1516,1,13,0,1405,65,20,0,254,3,1,1,1408,1401,126
2015,"Article 311","XIII",398,338,1,9,0,316,1,1,0,156,26,0,0,94,93,69
2015,"Article 312","XIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 313","XIII",138,113,1,5,0,103,0,0,0,35,8,0,0,17,16,28
2015,"Article 314","XIII",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2015,"Article 315","XIII",158,149,0,1,0,142,0,4,0,46,1,4,6,41,40,10
2015,"Article 316","XIII",24,22,0,0,0,22,0,0,0,13,1,2,0,5,5,2
2015,"Article 317","XIII",1044,958,1,9,0,932,0,3,0,371,18,16,9,237,230,92
2015,"Article 318","XIII",6,5,0,0,0,5,0,0,0,2,0,0,0,0,0,1
2015,"Article 319","XIII",1,0,0,0,0,0,0,0,0,0,0,0,0,15,15,1
2015,"Article 320","XIII",185,64,0,0,0,60,1,0,0,0,0,0,0,206,206,124
2015,"Article 321","XIII",468,375,7,2,0,350,1,8,0,147,16,2,0,190,184,94
2015,"Article 321-1","XIII",21,5,0,0,0,5,0,0,0,0,4,0,0,13,13,16
2015,"Article 321-2","XIII",2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2015,"Article 322","XIII",1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2015,"Article 323","XIII",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,"Article 324","XIII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,"Article 325","XIII",31,1,0,0,0,1,0,0,0,0,0,0,0,27,27,30
2015,"Article 326","XIII",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2015,"Article 327","XIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Others","XIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 328","XIV",25,4,0,1,0,2,0,0,0,0,0,0,0,19,19,22
2015,"Article 329","XIV",10,1,0,0,0,1,0,0,0,0,0,0,0,3,3,9
2015,"Article  330","XIV",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2015,"Article 332","XIV",152,61,0,2,0,48,0,1,0,13,21,0,1,20,20,101
2015,"Article 332-1","XIV",61,20,0,0,0,15,0,0,0,0,1,0,0,16,16,46
2015,"Article 333","XIV",33,8,0,1,0,6,0,0,0,0,0,0,0,17,17,26
2015,"Article 334","XIV",21,5,0,0,0,5,0,0,0,0,0,0,0,1,1,16
2015,"Article  335","XIV",342,65,0,0,0,59,0,0,0,1,0,0,0,216,216,283
2015,"Article 336","XIV",2256,1230,0,89,0,1116,13,0,0,42,0,0,0,3193,3191,1036
2015,"Article  336-1","XIV",10,2,0,0,0,2,0,0,0,0,0,0,0,30,30,8
2015,"Article 337","XIV",14,2,0,0,0,2,0,0,0,0,0,0,0,22,22,12
2015,"Others","XIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 338","XV",26,14,0,2,0,11,0,0,1,2,3,8,2,8,8,12
2015,"Article 339","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 340","XV",21,13,0,3,0,6,0,0,0,0,1,0,0,5,5,12
2015,"Article 341","XV",461,3,0,1,0,2,0,0,0,0,1,0,0,7,7,458
2015,"Article 342","XV",321,151,2,3,0,129,0,1,0,30,10,48,1,125,124,185
2015,"Article 343","XV",51,12,0,2,0,9,0,0,0,0,0,2,0,40,40,40
2015,"Article 344","XV",8,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8
2015,"Article 345","XV",705,379,2,17,0,298,1,5,0,74,15,135,3,177,172,377
2015,"Article 345-1","XV",9,2,0,0,0,2,0,0,0,0,1,0,0,2,2,7
2015,"Article 346","XV",17,1,0,0,0,1,0,0,0,0,0,0,0,4,4,16
2015,"Article 347","XV",10,3,0,0,0,3,0,0,0,0,0,1,0,2,2,7
2015,"Article  347-1","XV",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2015,"Article 348","XV",1568,34,0,0,0,18,0,1,0,4,5,3,4,8,3,1544
2015,"Article  348-1","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 349","XV",5,2,0,0,0,1,0,0,0,1,1,0,0,0,0,4
2015,"Article  349-1","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 350","XV",28,6,0,0,0,5,0,0,0,0,0,1,0,9,9,23
2015,"Article 351","XV",31,2,0,1,0,0,0,0,0,0,0,0,0,28,28,30
2015,"Article  351-1","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 352","XV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,"Article 353","XV",198,163,0,7,1,147,0,0,0,72,10,4,1,19,19,43
2015,"Article  354","XV",31,23,0,0,0,23,0,0,0,0,0,0,0,14,14,8
2015,"Article 355","XV",367,20,0,1,0,19,0,0,0,2,5,0,0,405,403,345
2015,"Article 356","XV",3477,40,3,0,0,33,1,0,0,9,0,4,0,4901,4899,3438
2015,"Article 357","XV",1828,496,0,17,1,459,4,0,0,181,59,77,24,3578,3575,1344
2015,"Article 358","XV",14243,6812,7,265,0,5075,639,1,1,629,998,5,11,5263,5190,8182
2015,"Article 359","XV",54,25,0,0,0,21,1,0,0,0,1,0,2,27,27,32
2015,"Article 360","XV",183,128,0,0,0,114,0,14,0,70,11,1,0,124,124,55
2015,"Others","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 361","XVI",432,170,0,23,0,74,1,0,0,32,9,0,0,134,134,334
2015,"Article 361-1","XVI",21,4,0,0,0,3,0,0,0,0,0,0,0,5,5,18
2015,"Article 361-2","XVI",59,45,0,1,0,43,0,0,0,2,0,0,0,9,9,15
2015,"Article 362","XVI",75,44,0,0,0,42,0,0,0,0,0,0,0,24,24,33
2015,"Article 363","XVI",9,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9
2015,"Article 363-1","XVI",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2015,"Others","XVI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Article 364","XVII",3078,261,1,4,0,187,34,0,0,7,17,0,0,1850,1847,2849
2015,"Article 364-1","XVII",382,39,1,5,0,30,0,0,0,0,1,0,0,160,158,344
2015,"Article  365","XVII",1336,119,3,3,0,38,0,0,0,0,7,2,0,2550,2549,1291
2015,"Article 365-1","XVII",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2015,"Article 365-2","XVII",107,6,0,1,0,3,0,0,0,0,0,0,0,31,31,103
2015,"Article 366","XVII",6092,3358,9,97,3,2542,350,0,0,262,167,0,0,1992,1948,3047
2015,"Article  366-1","XVII",25,0,0,0,0,0,0,0,0,0,0,0,0,27,27,25
2015,"Article 367","XVII",1755,356,0,4,1,204,106,0,0,20,5,0,0,1364,1360,1436
